LAB_ID,CTDEEP LabID,STA_SEQ,Station_Name,YLat,XLong,Rep,Habitat,Device,Subsample Rep,LAB_NAME,TAXON_NAME,LIFE STAGE,ABUNDANCE,Sample_Date,SampleMo,SampleYr,TaxonNameCurrent,VisitNum
14326,13-B-143,14394,Pequonnock River,41.2343,-73.1838,1,Riffle,KN2M2,First,WAA,Laevapex fuscus,L,3,10/21/2013,10,2013,Laevapex fuscus,14326_10_21_2013_1_First
14352,13-B-088,14473,Ten Mile River,41.5267,-72.9331,1,Riffle,KN2M2,First,WAA,Laevapex fuscus,L,5,10/7/2013,10,2013,Laevapex fuscus,14352_10_7_2013_1_First
14354,13-B-125,14486,Wepawaug River,41.236,-73.0573,1,Riffle,KN2M2,First,WAA,Laevapex fuscus,L,2,10/15/2013,10,2013,Laevapex fuscus,14354_10_15_2013_1_First
14340,13-B-138,14444,Saugatuck River,41.2945,-73.3948,1,Riffle,KN2M2,First,WAA,Laevapex fuscus,L,1,10/17/2013,10,2013,Laevapex fuscus,14340_10_17_2013_1_First
14346,13-B-035,14456,Steele Brook,41.5805,-73.0703,1,Riffle,KN2M2,First,WAA,Laevapex fuscus,L,1,9/23/2013,9,2013,Laevapex fuscus,14346_9_23_2013_1_First
14274,13-B-103,14247,Hollenbeck River,41.9431,-73.3058,1,Riffle,KN2M2,First,WAA,Laevapex fuscus,L,4,10/8/2013,10,2013,Laevapex fuscus,14274_10_8_2013_1_First
14280,13-B-034,14284,Mad River,41.5439,-73.0384,1,Riffle,KN2M2,First,WAA,Laevapex fuscus,L,3,9/23/2013,9,2013,Laevapex fuscus,14280_9_23_2013_1_First
14282,13-B-142,14290,Menunketesuck River,41.3565,-72.5405,1,Riffle,KN2M2,First,WAA,Laevapex fuscus,L,1,10/21/2013,10,2013,Laevapex fuscus,14282_10_21_2013_1_First
14278,13-B-015,14251,Housatonic River,41.8806,-73.3654,1,Riffle,KN2M2,First,WAA,Laevapex fuscus,L,1,9/18/2013,9,2013,Laevapex fuscus,14278_9_18_2013_1_First
14310,13-B-046,14361,Norwalk River,41.1359,-73.426,1,Riffle,KN2M2,First,WAA,Laevapex fuscus,L,1,9/25/2013,9,2013,Laevapex fuscus,14310_9_25_2013_1_First
14288,13-B-070,14298,Mill River,41.208,-73.257,1,Riffle,KN2M2,First,WAA,Laevapex fuscus,L,1,10/2/2013,10,2013,Laevapex fuscus,14288_10_2_2013_1_First
14296,13-B-041,14301,Mill River,41.3828,-72.8967,1,Riffle,KN2M2,First,WAA,Laevapex fuscus,L,2,9/24/2013,9,2013,Laevapex fuscus,14296_9_24_2013_1_First
14292,13-B-037,14300,Mill River,41.4307,-72.904,1,Riffle,KN2M2,First,WAA,Laevapex fuscus,L,3,9/24/2013,9,2013,Laevapex fuscus,14292_9_24_2013_1_First
14428,13-B-136,15370,Saugatuck River,41.1927,-73.3617,1,Riffle,KN2M2,First,WAA,Laevapex fuscus,L,9,10/17/2013,10,2013,Laevapex fuscus,14428_10_17_2013_1_First
14426,13-B-105,15364,West Branch Saugatuck River,41.1718,-73.3643,1,Riffle,KN2M2,First,WAA,Laevapex fuscus,L,5,10/9/2013,10,2013,Laevapex fuscus,14426_10_9_2013_1_First
14452,13-B-124,15999,Silver Brook,41.2665,-73.0049,1,Riffle,KN2M2,First,WAA,Laevapex fuscus,L,1,10/15/2013,10,2013,Laevapex fuscus,14452_10_15_2013_1_First
14449,13-B-049,15994,Eightmile Brook,41.3842,-73.1642,1,Riffle,KN2M2,First,WAA,Laevapex fuscus,L,12,9/26/2013,9,2013,Laevapex fuscus,14449_9_26_2013_1_First
14461,13-B-013,16076,Housatonic River,41.7673,-73.4379,1,Riffle,KN2M2,First,WAA,Laevapex fuscus,L,1,9/18/2013,9,2013,Laevapex fuscus,14461_9_18_2013_1_First
14436,13-B-116,15499,West Branch Salmon Brook,41.94096,-72.834302,1,Riffle,KN2M2,First,WAA,Laevapex fuscus,L,3,10/15/2013,10,2013,Laevapex fuscus,14436_10_15_2013_1_First
14377,13-B-055,14721,Shunock River,41.4101,-71.8452,1,Riffle,KN2M2,First,WAA,Laevapex fuscus,L,1,9/30/2013,9,2013,Laevapex fuscus,14377_9_30_2013_1_First
14381,13-B-076,14727,Latimer Brook,41.4107,-72.2217,1,Riffle,KN2M2,First,WAA,Laevapex fuscus,L,1,10/2/2013,10,2013,Laevapex fuscus,14381_10_2_2013_1_First
14360,13-B-043,14554,Norwalk River,41.2268,-73.4246,1,Riffle,KN2M2,First,WAA,Laevapex fuscus,L,2,9/25/2013,9,2013,Laevapex fuscus,14360_9_25_2013_1_First
14366,13-B-086,14605,Eightmile River,41.5908,-72.9009,1,Riffle,KN2M2,First,WAA,Laevapex fuscus,L,4,10/7/2013,10,2013,Laevapex fuscus,14366_10_7_2013_1_First
14395,13-B-016,15005,Bantam River,41.7588,-73.1841,1,Riffle,KN2M2,First,WAA,Laevapex fuscus,L,1,9/19/2013,9,2013,Laevapex fuscus,14395_9_19_2013_1_First
620.1-151,14-B-166,14277,Little River,41.6393,-72.0582,1,Riffle,KN2M2,First,WAA,Laevapex fuscus,A,7,10/15/2014,10,2014,Laevapex fuscus,620.1-151_10_15_2014_1_First
620.1-149,14-B-164,16679,Fry Brook,41.6831,-71.9058,1,Riffle,KN2M2,First,WAA,Laevapex fuscus,A,1,10/15/2014,10,2014,Laevapex fuscus,620.1-149_10_15_2014_1_First
620.1-155,14-B-170,14888,Ekonk Brook,41.7109,-71.8778,1,Riffle,KN2M2,First,WAA,Laevapex fuscus,A,2,10/21/2014,10,2014,Laevapex fuscus,620.1-155_10_21_2014_1_First
620.1-137,14-B-152,15776,East Branch Mount Hope,41.881,-72.16,1,Riffle,KN2M2,First,WAA,Laevapex fuscus,A,4,10/9/2014,10,2014,Laevapex fuscus,620.1-137_10_9_2014_1_First
620.1-136,14-B-151,14589,Still River,41.8716,-72.0877,1,Riffle,KN2M2,First,WAA,Laevapex fuscus,A,2,10/9/2014,10,2014,Laevapex fuscus,620.1-136_10_9_2014_1_First
620.1-132,14-B-145,14738,Gardner Brook,41.5433,-72.1734,1,Riffle,KN2M2,First,WAA,Laevapex fuscus,A,2,10/9/2014,10,2014,Laevapex fuscus,620.1-132_10_9_2014_1_First
620.1-144,14-B-159,14601,Broad Brook,41.5632,-71.9834,1,Riffle,KN2M2,First,WAA,Laevapex fuscus,A,2,10/14/2014,10,2014,Laevapex fuscus,620.1-144_10_14_2014_1_First
620.1-020,14-B-021,15151,Little River,41.912,-71.9163,1,Riffle,KN2M2,First,WAA,Laevapex fuscus,A,11,9/17/2014,9,2014,Laevapex fuscus,620.1-020_9_17_2014_1_First
620.1-021,14-B-022,14451,Shetucket River,41.7002,-72.1823,1,Riffle,KN2M2,First,WAA,Laevapex fuscus,A,12,9/18/2014,9,2014,Laevapex fuscus,620.1-021_9_18_2014_1_First
620.1-026,14-B-028,16066,Farmington River,41.914,-72.765,1,Riffle,KN2M2,First,WAA,Laevapex fuscus,A,1,9/19/2014,9,2014,Laevapex fuscus,620.1-026_9_19_2014_1_First
620.1-025,14-B-027,15711,Little River,41.7561,-72.0473,1,Riffle,KN2M2,First,WAA,Laevapex fuscus,A,4,9/18/2014,9,2014,Laevapex fuscus,620.1-025_9_18_2014_1_First
620.1-027,14-B-029,14197,FARMINGTON RIVER,41.7508,-72.8717,1,Riffle,KN2M2,First,WAA,Laevapex fuscus,A,7,9/19/2014,9,2014,Laevapex fuscus,620.1-027_9_19_2014_1_First
620.1-022,14-B-024,15210,Beaver Brook,41.6841,-72.1092,1,Riffle,KN2M2,First,WAA,Laevapex fuscus,A,4,9/18/2014,9,2014,Laevapex fuscus,620.1-022_9_18_2014_1_First
620.1-004,14-B-004,14582,Willimantic River,41.7623,-72.2691,1,Riffle,KN2M2,First,WAA,Laevapex fuscus,A,12,9/15/2014,9,2014,Laevapex fuscus,620.1-004_9_15_2014_1_First
620.1-002,14-B-002,14469,Tankerhoosen River,41.8201,-72.5033,1,Riffle,KN2M2,First,WAA,Laevapex fuscus,A,2,9/15/2014,9,2014,Laevapex fuscus,620.1-002_9_15_2014_1_First
620.1-003,14-B-003,14470,Tankerhoosen River,41.8272,-72.464,1,Riffle,KN2M2,First,WAA,Laevapex fuscus,A,12,9/15/2014,9,2014,Laevapex fuscus,620.1-003_9_15_2014_1_First
620.1-010,14-B-011,14492,Willimantic River,41.8326,-72.3079,1,Riffle,KN2M2,First,WAA,Laevapex fuscus,A,17,9/16/2014,9,2014,Laevapex fuscus,620.1-010_9_16_2014_1_First
620.1-009,14-B-010,14584,Roaring Brook,41.904,-72.2891,1,Riffle,KN2M2,First,WAA,Laevapex fuscus,A,8,9/16/2014,9,2014,Laevapex fuscus,620.1-009_9_16_2014_1_First
620.1-051,14-B-056,14442,Sandy Brook,41.974,-73.0406,1,Riffle,KN2M2,First,WAA,Laevapex fuscus,A,6,9/24/2014,9,2014,Laevapex fuscus,620.1-051_9_24_2014_1_First
620.1-048,14-B-053,15825,West Branch Farmington River,41.9168,-72.989,1,Riffle,KN2M2,First,WAA,Laevapex fuscus,A,3,9/24/2014,9,2014,Laevapex fuscus,620.1-048_9_24_2014_1_First
620.1-047,14-B-052,15571,Cherry Brook,41.8365,-72.9295,1,Riffle,KN2M2,First,WAA,Laevapex fuscus,A,1,9/24/2014,9,2014,Laevapex fuscus,620.1-047_9_24_2014_1_First
620.1-049,14-B-054,15792,West Branch Farmington River,41.9602,-73.0178,1,Riffle,KN2M2,First,WAA,Laevapex fuscus,A,17,9/24/2014,9,2014,Laevapex fuscus,620.1-049_9_24_2014_1_First
620.1-061,14-B-067,15499,West Branch Salmon Brook,41.94096,-72.834302,1,Riffle,KN2M2,First,WAA,Laevapex fuscus,A,10,9/25/2014,9,2014,Laevapex fuscus,620.1-061_9_25_2014_1_First
620.1-060,14-B-066,14484,West Branch Salmon Brook,41.9372,-72.8215,1,Riffle,KN2M2,First,WAA,Laevapex fuscus,A,5,9/25/2014,9,2014,Laevapex fuscus,620.1-060_9_25_2014_1_First
620.1-062,14-B-068,16080,West Branch Salmon Brook,41.9745,-72.896,1,Riffle,KN2M2,First,WAA,Laevapex fuscus,A,9,9/29/2014,9,2014,Laevapex fuscus,620.1-062_9_29_2014_1_First
620.1-059,14-B-065,16400,North Branch Park River,41.797,-72.72,1,Riffle,KN2M2,First,WAA,Laevapex fuscus,A,1,9/25/2014,9,2014,Laevapex fuscus,620.1-059_9_25_2014_1_First
620.1-036,14-B-038,15319,Nod Brook,41.8158,-72.8294,1,Riffle,KN2M2,First,WAA,Laevapex fuscus,A,6,9/23/2014,9,2014,Laevapex fuscus,620.1-036_9_23_2014_1_First
620.1-037,14-B-039,16370,Bunnell Brook,41.7807,-72.963,1,Riffle,KN2M2,First,WAA,Laevapex fuscus,A,13,9/23/2014,9,2014,Laevapex fuscus,620.1-037_9_23_2014_1_First
620.1-043,14-B-048,14450,Shepaug River,41.5489,-73.3308,1,Riffle,KN2M2,First,WAA,Laevapex fuscus,A,4,9/23/2014,9,2014,Laevapex fuscus,620.1-043_9_23_2014_1_First
620.1-044,14-B-049,14183,East Aspetuck River,41.5979,-73.4152,1,Riffle,KN2M2,First,WAA,Laevapex fuscus,A,4,9/23/2014,9,2014,Laevapex fuscus,620.1-044_9_23_2014_1_First
620.1-046,14-B-051,15530,Weekeepeemee River,41.5575,-73.2155,1,Riffle,KN2M2,First,WAA,Laevapex fuscus,A,1,9/24/2014,9,2014,Laevapex fuscus,620.1-046_9_24_2014_1_First
620.1-045,14-B-050,16335,Nonewaug River (Nonnewaug River),41.5783,-73.1745,1,Riffle,KN2M2,First,WAA,Laevapex fuscus,A,1,9/23/2014,9,2014,Laevapex fuscus,620.1-045_9_23_2014_1_First
620.1-040,14-B-045,14390,Pequabuck River,41.6742,-72.9619,1,Riffle,KN2M2,First,WAA,Laevapex fuscus,A,1,9/23/2014,9,2014,Laevapex fuscus,620.1-040_9_23_2014_1_First
620.1-039,14-B-043,14825,Naugatuck River,41.6743,-73.0695,1,Riffle,KN2M2,First,WAA,Laevapex fuscus,A,5,9/23/2014,9,2014,Laevapex fuscus,620.1-039_9_23_2014_1_First
620.1-042,14-B-047,14404,Pomperaug River,41.4717,-73.256,1,Riffle,KN2M2,First,WAA,Laevapex fuscus,A,1,9/23/2014,9,2014,Laevapex fuscus,620.1-042_9_23_2014_1_First
620.1-041,14-B-046,14392,Pequabuck River,41.6738,-72.8977,1,Riffle,KN2M2,First,WAA,Laevapex fuscus,A,1,9/23/2014,9,2014,Laevapex fuscus,620.1-041_9_23_2014_1_First
620.1-088,14-B-095,14248,Hop Brook,41.4987,-73.0537,1,Riffle,KN2M2,First,WAA,Laevapex fuscus,A,69,10/3/2014,10,2014,Laevapex fuscus,620.1-088_10_3_2014_1_First
620.1-089,14-B-096,15540,Hop Brook,41.5049,-73.0584,1,Riffle,KN2M2,First,WAA,Laevapex fuscus,A,11,10/3/2014,10,2014,Laevapex fuscus,620.1-089_10_3_2014_1_First
620.1-070,14-B-076,14444,Saugatuck River,41.2945,-73.3948,1,Riffle,KN2M2,First,WAA,Laevapex fuscus,A,7,9/29/2014,9,2014,Laevapex fuscus,620.1-070_9_29_2014_1_First
620.1-071,14-B-077,16110,Mott Hill Brook,41.6615,-72.5365,1,Riffle,KN2M2,First,WAA,Laevapex fuscus,A,11,9/30/2014,9,2014,Laevapex fuscus,620.1-071_9_30_2014_1_First
620.1-065,14-B-071,16139,Brown Brook,41.9267,-73.2799,1,Riffle,KN2M2,First,WAA,Laevapex fuscus,A,1,9/29/2014,9,2014,Laevapex fuscus,620.1-065_9_29_2014_1_First
620.1-078,14-B-084,18784,Quinebaug River,41.747064,-71.915091,1,Riffle,KN2M2,First,WAA,Laevapex fuscus,A,3,9/30/2014,9,2014,Laevapex fuscus,620.1-078_9_30_2014_1_First
620.1-077,14-B-083,14598,Quinebaug River,41.6022,-71.9868,1,Riffle,KN2M2,First,WAA,Laevapex fuscus,A,15,9/30/2014,9,2014,Laevapex fuscus,620.1-077_9_30_2014_1_First
620.1-079,14-B-085,16304,Quinebaug River,41.7809,-71.901,1,Riffle,KN2M2,First,WAA,Laevapex fuscus,A,19,9/30/2014,9,2014,Laevapex fuscus,620.1-079_9_30_2014_1_First
620.1-074,14-B-080,16121,Flat Brook,41.5544,-72.4523,1,Riffle,KN2M2,First,WAA,Laevapex fuscus,A,1,9/30/2014,9,2014,Laevapex fuscus,620.1-074_9_30_2014_1_First
620.1-075,14-B-081,14441,Salmon River,41.5742,-72.4294,1,Riffle,KN2M2,First,WAA,Laevapex fuscus,A,2,9/30/2014,9,2014,Laevapex fuscus,620.1-075_9_30_2014_1_First
620.1-120,14-B-130,14591,Mount Hope River,41.7971,-72.1716,1,Riffle,KN2M2,First,WAA,Laevapex fuscus,A,1,10/8/2014,10,2014,Laevapex fuscus,620.1-120_10_8_2014_1_First
620.1-121,14-B-131,15007,Sawmill Brook,41.7398,-72.2017,1,Riffle,KN2M2,First,WAA,Laevapex fuscus,A,1,10/8/2014,10,2014,Laevapex fuscus,620.1-121_10_8_2014_1_First
620.1-129,14-B-141,14734,Yantic River,41.5766,-72.1918,1,Riffle,KN2M2,First,WAA,Laevapex fuscus,A,41,10/9/2014,10,2014,Laevapex fuscus,620.1-129_10_9_2014_1_First
620.1-126,14-B-136,14587,Tenmile River,41.6937,-72.2632,1,Riffle,KN2M2,First,WAA,Laevapex fuscus,A,1,10/9/2014,10,2014,Laevapex fuscus,620.1-126_10_9_2014_1_First
620.1-124,14-B-134,14739,Susquetonscut Brook,41.5724,-72.1324,1,Riffle,KN2M2,First,WAA,Laevapex fuscus,A,4,10/9/2014,10,2014,Laevapex fuscus,620.1-124_10_9_2014_1_First
620.1-102,14-B-109,15520,Bonemill Brook,41.925,-72.3162,1,Riffle,KN2M2,First,WAA,Laevapex fuscus,A,4,10/7/2014,10,2014,Laevapex fuscus,620.1-102_10_7_2014_1_First
620.1-104,14-B-112,14580,Willimantic River,41.9505,-72.3037,1,Riffle,KN2M2,First,WAA,Laevapex fuscus,A,7,10/7/2014,10,2014,Laevapex fuscus,620.1-104_10_7_2014_1_First
620.1-103,14-B-110,14581,Willimantic River,41.9423,-72.3058,1,Riffle,KN2M2,First,WAA,Laevapex fuscus,A,58,10/7/2014,10,2014,Laevapex fuscus,620.1-103_10_7_2014_1_First
620.2-009,15-B-008,14450,Shepaug River,41.5489,-73.3308,1,Riffle,KN2M2,First,WAA,Laevapex fuscus,L,5,9/14/2015,9,2015,Laevapex fuscus,620.2-009_9_14_2015_1_First
620.2-007,15-B-007,15703,West Branch Salmon Brook,41.9592,-72.8469,1,Riffle,KN2M2,First,WAA,Laevapex fuscus,L,12,9/14/2015,9,2015,Laevapex fuscus,620.2-007_9_14_2015_1_First
620.2-003,15-B-003,14442,Sandy Brook,41.974,-73.0406,1,Riffle,KN2M2,First,WAA,Laevapex fuscus,L,1,9/14/2015,9,2015,Laevapex fuscus,620.2-003_9_14_2015_1_First
620.2-040,15-B-035,16225,Farmington River,41.9015,-72.6708,1,Riffle,KN2M2,First,WAA,Laevapex fuscus,L,15,9/17/2015,9,2015,Laevapex fuscus,620.2-040_9_17_2015_1_First
620.2-035,15-B-030,18874,Weekeepeemee River,41.567201,-73.218045,1,Riffle,KN2M2,First,WAA,Laevapex fuscus,L,1,9/16/2015,9,2015,Laevapex fuscus,620.2-035_9_16_2015_1_First
620.2-036,15-B-031,16022,Weekeepeemee River,41.5856,-73.2292,1,Riffle,KN2M2,First,WAA,Laevapex fuscus,L,4,9/16/2015,9,2015,Laevapex fuscus,620.2-036_9_16_2015_1_First
620.2-049,15-B-042,16254,Shepaug River,41.6568,-73.318,1,Riffle,KN2M2,First,WAA,Laevapex fuscus,L,1,9/21/2015,9,2015,Laevapex fuscus,620.2-049_9_21_2015_1_First
620.2-045,15-B-038,16202,Coginchaug River,41.5666,-72.6644,1,Riffle,KN2M2,First,WAA,Laevapex fuscus,L,2,9/17/2015,9,2015,Laevapex fuscus,620.2-045_9_17_2015_1_First
620.2-048,15-B-041,16076,Housatonic River,41.7673,-73.4379,1,Riffle,KN2M2,First,WAA,Laevapex fuscus,L,4,9/21/2015,9,2015,Laevapex fuscus,620.2-048_9_21_2015_1_First
620.2-020,15-B-018,15499,West Branch Salmon Brook,41.94096,-72.834302,1,Riffle,KN2M2,First,WAA,Laevapex fuscus,L,17,9/15/2015,9,2015,Laevapex fuscus,620.2-020_9_15_2015_1_First
620.2-021,15-B-019,16239,West Branch Farmington River,41.878,-72.965,1,Riffle,KN2M2,First,WAA,Laevapex fuscus,L,4,9/15/2015,9,2015,Laevapex fuscus,620.2-021_9_15_2015_1_First
620.2-022,15-B-020,15837,Farmington River,41.8395,-72.9346,1,Riffle,KN2M2,First,WAA,Laevapex fuscus,L,2,9/15/2015,9,2015,Laevapex fuscus,620.2-022_9_15_2015_1_First
620.2-013,15-B-012,16254,Shepaug River,41.6568,-73.318,1,Riffle,KN2M2,First,WAA,Laevapex fuscus,L,14,9/14/2015,9,2015,Laevapex fuscus,620.2-013_9_14_2015_1_First
620.2-014,15-B-013,14441,Salmon River,41.5742,-72.4294,1,Riffle,KN2M2,First,WAA,Laevapex fuscus,L,1,9/15/2015,9,2015,Laevapex fuscus,620.2-014_9_15_2015_1_First
620.2-031,15-B-027,16128,Stonehouse Brook,41.7812,-72.1509,1,Riffle,KN2M2,First,WAA,Laevapex fuscus,L,1,9/16/2015,9,2015,Laevapex fuscus,620.2-031_9_16_2015_1_First
620.2-024,15-B-021,17271,Cherry Brook,41.8733,-72.9063,1,Riffle,KN2M2,First,WAA,Laevapex fuscus,L,3,9/15/2015,9,2015,Laevapex fuscus,620.2-024_9_15_2015_1_First
620.2-078,15-B-068,14129,Beacon Hill Brook,41.4684,-73.0501,1,Riffle,KN2M2,First,WAA,Laevapex fuscus,L,2,9/28/2015,9,2015,Laevapex fuscus,620.2-078_9_28_2015_1_First
620.2-069,15-B-061,15993,Naugatuck River,41.7174,-73.0867,1,Riffle,KN2M2,First,WAA,Laevapex fuscus,L,1,9/24/2015,9,2015,Laevapex fuscus,620.2-069_9_24_2015_1_First
620.2-060,15-B-052,16370,Bunnell Brook,41.7807,-72.963,1,Riffle,KN2M2,First,WAA,Laevapex fuscus,L,4,9/23/2015,9,2015,Laevapex fuscus,620.2-060_9_23_2015_1_First
620.2-062,15-B-054,15240,Hubbard Brook,42.0356,-72.9384,1,Riffle,KN2M2,First,WAA,Laevapex fuscus,L,1,9/23/2015,9,2015,Laevapex fuscus,620.2-062_9_23_2015_1_First
620.2-061,15-B-053,15169,Roaring Brook,41.7594,-72.8808,1,Riffle,KN2M2,First,WAA,Laevapex fuscus,L,1,9/23/2015,9,2015,Laevapex fuscus,620.2-061_9_23_2015_1_First
620.2-057,15-B-050,17398,Negro Hill Brook,41.7254,-72.95,1,Riffle,KN2M2,First,WAA,Laevapex fuscus,L,7,9/23/2015,9,2015,Laevapex fuscus,620.2-057_9_23_2015_1_First
620.2-066,15-B-058,16127,Jakes Brook,41.864151,-73.167442,1,Riffle,KN2M2,First,WAA,Laevapex fuscus,L,2,9/23/2015,9,2015,Laevapex fuscus,620.2-066_9_23_2015_1_First
620.2-063,15-B-055,14842,Indian Meadow Brook,41.9305,-73.079,1,Riffle,KN2M2,First,WAA,Laevapex fuscus,L,3,9/23/2015,9,2015,Laevapex fuscus,620.2-063_9_23_2015_1_First
620.2-065,15-B-057,16191,Hall Meadow Brook,41.9173,-73.1949,1,Riffle,KN2M2,First,WAA,Laevapex fuscus,L,1,9/23/2015,9,2015,Laevapex fuscus,620.2-065_9_23_2015_1_First
620.2-111,15-B-099,16110,Mott Hill Brook,41.6615,-72.5365,1,Riffle,KN2M2,First,WAA,Laevapex fuscus,L,8,10/5/2015,10,2015,Laevapex fuscus,620.2-111_10_5_2015_1_First
620.2-116,15-B-104,17181,WEST BRANCH BANTAM RIVER,41.7628,-73.1897,1,Riffle,KN2M2,First,WAA,Laevapex fuscus,L,1,10/6/2015,10,2015,Laevapex fuscus,620.2-116_10_6_2015_1_First
620.2-121,15-B-109,15719,Blackwell Brook,41.7843,-71.9626,1,Riffle,KN2M2,First,WAA,Laevapex fuscus,L,1,10/6/2015,10,2015,Laevapex fuscus,620.2-121_10_6_2015_1_First
620.2-123,15-B-111,17342,Ball Pond Brook,41.465,-73.465,1,Riffle,KN2M2,First,WAA,Laevapex fuscus,L,1,10/7/2015,10,2015,Laevapex fuscus,620.2-123_10_7_2015_1_First
620.2-096,15-B-085,14470,Tankerhoosen River,41.8272,-72.464,1,Riffle,KN2M2,First,WAA,Laevapex fuscus,L,7,10/1/2015,10,2015,Laevapex fuscus,620.2-096_10_1_2015_1_First
620.2-091,15-B-080,14199,Fenton River,41.863,-72.2402,1,Riffle,KN2M2,First,WAA,Laevapex fuscus,L,1,10/1/2015,10,2015,Laevapex fuscus,620.2-091_10_1_2015_1_First
620.2-109,15-B-097,16440,Fawn Brook,41.6483,-72.3993,1,Riffle,KN2M2,First,WAA,Laevapex fuscus,L,2,10/5/2015,10,2015,Laevapex fuscus,620.2-109_10_5_2015_1_First
14557,13-B-053,17746,Anguilla Brook,41.365662,-71.866135,1,Riffle,KN2M2,First,WAA,Labrundinia,L,1,9/30/2013,9,2013,Labrundinia,14557_9_30_2013_1_First
620.1-026,14-B-028,16066,Farmington River,41.914,-72.765,1,Riffle,KN2M2,First,WAA,Iswaeon anoka,L,9,9/19/2014,9,2014,Iswaeon anoka,620.1-026_9_19_2014_1_First
620.1-027,14-B-029,14197,FARMINGTON RIVER,41.7508,-72.8717,1,Riffle,KN2M2,First,WAA,Iswaeon anoka,L,10,9/19/2014,9,2014,Iswaeon anoka,620.1-027_9_19_2014_1_First
620.1-002,14-B-002,14469,Tankerhoosen River,41.8201,-72.5033,1,Riffle,KN2M2,First,WAA,Iswaeon anoka,L,11,9/15/2014,9,2014,Iswaeon anoka,620.1-002_9_15_2014_1_First
620.1-003,14-B-003,14470,Tankerhoosen River,41.8272,-72.464,1,Riffle,KN2M2,First,WAA,Iswaeon anoka,L,1,9/15/2014,9,2014,Iswaeon anoka,620.1-003_9_15_2014_1_First
620.1-008,14-B-009,14379,Pawcatuck River,41.3978,-71.8422,1,Riffle,KN2M2,First,WAA,Iswaeon anoka,L,4,9/16/2014,9,2014,Iswaeon anoka,620.1-008_9_16_2014_1_First
620.1-054,14-B-060,14207,French River,42.0248,-71.8843,1,Riffle,KN2M2,First,WAA,Iswaeon anoka,L,5,9/24/2014,9,2014,Iswaeon anoka,620.1-054_9_24_2014_1_First
620.1-039,14-B-043,14825,Naugatuck River,41.6743,-73.0695,1,Riffle,KN2M2,First,WAA,Iswaeon anoka,L,8,9/23/2014,9,2014,Iswaeon anoka,620.1-039_9_23_2014_1_First
620.1-086,14-B-093,14153,Coginchaug River,41.5547,-72.6737,1,Riffle,KN2M2,First,WAA,Iswaeon anoka,L,2,10/2/2014,10,2014,Iswaeon anoka,620.1-086_10_2_2014_1_First
620.1-088,14-B-095,14248,Hop Brook,41.4987,-73.0537,1,Riffle,KN2M2,First,WAA,Iswaeon anoka,L,7,10/3/2014,10,2014,Iswaeon anoka,620.1-088_10_3_2014_1_First
620.1-127,14-B-137,14586,Hop River,41.7212,-72.2548,1,Riffle,KN2M2,First,WAA,Iswaeon anoka,L,1,10/9/2014,10,2014,Iswaeon anoka,620.1-127_10_9_2014_1_First
620.2-009,15-B-008,14450,Shepaug River,41.5489,-73.3308,1,Riffle,KN2M2,First,WAA,Iswaeon anoka,L,26,9/14/2015,9,2015,Iswaeon anoka,620.2-009_9_14_2015_1_First
620.2-005,15-B-005,18159,West Branch Farmington River,41.94516,-73.01674,1,Riffle,KN2M2,First,WAA,Iswaeon anoka,L,7,9/14/2015,9,2015,Iswaeon anoka,620.2-005_9_14_2015_1_First
620.2-040,15-B-035,16225,Farmington River,41.9015,-72.6708,1,Riffle,KN2M2,First,WAA,Iswaeon anoka,L,6,9/17/2015,9,2015,Iswaeon anoka,620.2-040_9_17_2015_1_First
620.2-048,15-B-041,16076,Housatonic River,41.7673,-73.4379,1,Riffle,KN2M2,First,WAA,Iswaeon anoka,L,3,9/21/2015,9,2015,Iswaeon anoka,620.2-048_9_21_2015_1_First
620.2-022,15-B-020,15837,Farmington River,41.8395,-72.9346,1,Riffle,KN2M2,First,WAA,Iswaeon anoka,L,11,9/15/2015,9,2015,Iswaeon anoka,620.2-022_9_15_2015_1_First
620.2-021,15-B-019,16239,West Branch Farmington River,41.878,-72.965,1,Riffle,KN2M2,First,WAA,Iswaeon anoka,L,25,9/15/2015,9,2015,Iswaeon anoka,620.2-021_9_15_2015_1_First
620.2-030,15-B-026,15176,Natchaug River,41.7569,-72.1523,1,Riffle,KN2M2,First,WAA,Iswaeon anoka,L,1,9/16/2015,9,2015,Iswaeon anoka,620.2-030_9_16_2015_1_First
620.2-033,15-B-029,15530,Weekeepeemee River,41.5575,-73.2155,1,Riffle,KN2M2,First,WAA,Iswaeon anoka,L,2,9/16/2015,9,2015,Iswaeon anoka,620.2-033_9_16_2015_1_First
620.2-025,15-B-022,16221,Farmington River,41.721,-72.8464,1,Riffle,KN2M2,First,WAA,Iswaeon anoka,L,29,9/15/2015,9,2015,Iswaeon anoka,620.2-025_9_15_2015_1_First
620.2-028,15-B-025,16885,Natchaug River,41.7261,-72.1997,1,Riffle,KN2M2,First,WAA,Iswaeon anoka,L,4,9/16/2015,9,2015,Iswaeon anoka,620.2-028_9_16_2015_1_First
620.2-079,15-B-069,18931,Naugatuck River,41.411667,-73.07055,1,Riffle,KN2M2,First,WAA,Iswaeon anoka,L,1,9/28/2015,9,2015,Iswaeon anoka,620.2-079_9_28_2015_1_First
